1132;"Agberto Correa de Matos";"M";24;193;97;"Brazil";"BRA";"1996 Summer";1996;"Summer";"Atlanta";"Handball";"Handball Men's Handball";NA
5228;"Marcel Arnold";"M";22;183;78;"Switzerland";"SUI";"1984 Summer";1984;"Summer";"Los Angeles";"Athletics";"Athletics Men's 400 metres";NA
9324;"Enrique Beech";"M";36;168;63;"Philippines";"PHI";"1956 Summer";1956;"Summer";"Melbourne";"Shooting";"Shooting Men's Trap";NA
13420;"Gail Borden, II";"M";24;NA;NA;"United States";"USA";"1932 Winter";1932;"Winter";"Lake Placid";"Figure Skating";"Figure Skating Men's Singles";NA
17516;"Raymond R. Calverley";"M";21;184;73;"Great Britain";"GBR";"1972 Summer";1972;"Summer";"Munich";"Canoeing";"Canoeing Men's Kayak Singles, Slalom";NA
21612;"Mathilde Cini";"F";21;166;62;"France";"FRA";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Swimming";"Swimming Women's 4 x 100 metres Freestyle Relay";NA
25708;"Kyle Davis";"M";19;174;65;"Australia";"AUS";"2008 Summer";2008;"Summer";"Beijing";"Table Tennis";"Table Tennis Men's Singles";NA
29804;"Khristo Doychinov";"M";24;202;105;"Bulgaria";"BUL";"1968 Summer";1968;"Summer";"Mexico City";"Basketball";"Basketball Men's Basketball";NA
33900;"Aicha Bilal Fall";"F";18;160;46;"Mauritania";"MTN";"2012 Summer";2012;"Summer";"London";"Athletics";"Athletics Women's 800 metres";NA
37996;"James Barrett ""Jim"" Galanes";"M";19;185;77;"United States";"USA";"1976 Winter";1976;"Winter";"Innsbruck";"Nordic Combined";"Nordic Combined Men's Individual";NA
42092;"David Munro Gourlay";"M";NA;NA;NA;"Australia";"AUS";"1956 Summer";1956;"Summer";"Melbourne";"Gymnastics";"Gymnastics Men's Individual All-Around";NA
46188;"Stanley James ""Stan"" Harris, Jr.";"M";22;167;64;"United States";"USA";"1956 Summer";1956;"Summer";"Melbourne";"Hockey";"Hockey Men's Hockey";NA
50284;"Kre Hovda";"M";28;183;73;"Norway";"NOR";"1972 Winter";1972;"Winter";"Sapporo";"Biathlon";"Biathlon Men's 20 kilometres";NA
54380;"Johan Holger Jensen";"M";21;NA;NA;"Denmark";"DEN";"1920 Summer";1920;"Summer";"Antwerpen";"Boxing";"Boxing Men's Lightweight";NA
58476;"Katherine ""Kathy"" Kelemen";"F";18;165;58;"Canada";"CAN";"1984 Summer";1984;"Summer";"Los Angeles";"Diving";"Diving Women's Platform";NA
62572;"Johanna Konta";"F";25;183;70;"Great Britain";"GBR";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Tennis";"Tennis Women's Singles";NA
66668;"Modesto Lara Arias";"M";30;170;60;"Dominican Republic";"DOM";"2004 Summer";2004;"Summer";"Athina";"Judo";"Judo Men's Extra-Lightweight";NA
