3811;"Derrick John Anderson";"M";28;180;75;"Canada";"CAN";"1964 Summer";1964;"Summer";"Tokyo";"Hockey";"Hockey Men's Hockey";NA
7907;"Sally Barkow";"F";28;168;82;"United States";"USA";"2008 Summer";2008;"Summer";"Beijing";"Sailing";"Sailing Women's Three Person Keelboat";NA
12003;"Michael James Blackburn";"M";25;178;78;"Australia";"AUS";"1996 Summer";1996;"Summer";"Atlanta";"Sailing";"Sailing Mixed One Person Dinghy";NA
16099;"Delron Sebastian Buckley";"M";22;170;80;"South Africa";"RSA";"2000 Summer";2000;"Summer";"Sydney";"Football";"Football Men's Football";NA
20195;"Chen Haiyun";"F";22;175;75;"China";"CHN";"1996 Summer";1996;"Summer";"Atlanta";"Handball";"Handball Women's Handball";NA
24291;"Henry Harford Cumming, Jr.";"M";22;178;72;"United States";"USA";"1928 Summer";1928;"Summer";"Amsterdam";"Athletics";"Athletics Men's 200 metres";NA
28387;"Amalie Dideriksen";"F";20;175;62;"Denmark";"DEN";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Cycling";"Cycling Women's Omnium";NA
32483;"Innocent Nkasiobi Emeghara";"M";23;170;68;"Switzerland";"SUI";"2012 Summer";2012;"Summer";"London";"Football";"Football Men's Football";NA
36579;"Rachel Norah Fox-Crosbee";"F";23;168;59;"Great Britain";"GBR";"1992 Summer";1992;"Summer";"Barcelona";"Canoeing";"Canoeing Women's Kayak Singles, Slalom";NA
40675;"John Glair";"M";26;191;89;"United States";"USA";"1968 Summer";1968;"Summer";"Mexico City";"Canoeing";"Canoeing Men's Kayak Singles, 1,000 metres";NA
44771;"Daniah Hagul";"F";17;NA;NA;"Libya";"LBA";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Swimming";"Swimming Women's 100 metres Breaststroke";NA
48867;"Anja Hitzler";"F";21;173;61;"Germany";"GER";"2004 Summer";2004;"Summer";"Athina";"Archery";"Archery Women's Individual";NA
52963;"Kyoko Iwasaki";"F";14;159;50;"Japan";"JPN";"1992 Summer";1992;"Summer";"Barcelona";"Swimming";"Swimming Women's 100 metres Breaststroke";NA
57059;"Nikolay Andreyevich Kamensky";"M";28;167;68;"Soviet Union";"URS";"1960 Winter";1960;"Winter";"Squaw Valley";"Ski Jumping";"Ski Jumping Men's Normal Hill, Individual";NA
61155;"Markus Kleinheinz";"M";21;180;86;"Austria";"AUT";"1998 Winter";1998;"Winter";"Nagano";"Luge";"Luge Men's Singles";NA
65251;"Albert Eduard Kusnets";"M";21;NA;NA;"Estonia";"EST";"1924 Summer";1924;"Summer";"Paris";"Wrestling";"Wrestling Men's Lightweight, Greco-Roman";NA
69347;"Li Ge";"M";23;168;59;"China";"CHN";"1992 Summer";1992;"Summer";"Barcelona";"Gymnastics";"Gymnastics Men's Individual All-Around";NA
73443;"Maurice Magnin";"M";NA;NA;NA;"Switzerland";"SUI";"1928 Summer";1928;"Summer";"Amsterdam";"Hockey";"Hockey Men's Hockey";NA
