3868;"Wayne Robert Anderson";"M";19;175;70;"United States";"USA";"1964 Summer";1964;"Summer";"Tokyo";"Swimming";"Swimming Men's 200 metres Breaststroke";NA
7964;"Elizabeth Ann ""Liz"" Barnes (-La Ban)";"F";24;163;54;"Great Britain";"GBR";"1976 Summer";1976;"Summer";"Montreal";"Athletics";"Athletics Women's 800 metres";NA
12060;"Robert James Blair";"M";23;187;79;"Great Britain-2";"GBR";"2004 Summer";2004;"Summer";"Athina";"Badminton";"Badminton Mixed Doubles";NA
16156;"Alexandru Buditeanu";"M";28;NA;NA;"Romania-2";"ROU";"1936 Winter";1936;"Winter";"Garmisch-Partenkirchen";"Bobsleigh";"Bobsleigh Men's Two";NA
20252;"Chen Qin";"M";21;178;71;"China";"CHN";"1984 Summer";1984;"Summer";"Los Angeles";"Swimming";"Swimming Men's 4 x 100 metres Freestyle Relay";NA
24348;"Luigi Cuomo";"M";NA;NA;NA;"Italy";"ITA";"1924 Summer";1924;"Summer";"Paris";"Fencing";"Fencing Men's Foil, Team";NA
28444;"Henri Lievin Dierickx";"M";26;NA;NA;"Belgium";"BEL";"1920 Summer";1920;"Summer";"Antwerpen";"Wrestling";"Wrestling Men's Featherweight, Greco-Roman";NA
32540;"Ruth Enang Mesode";"F";22;NA;NA;"Cameroon";"CMR";"1980 Summer";1980;"Summer";"Moskva";"Athletics";"Athletics Women's 100 metres";NA
36636;"Raffaele Franceschi";"M";20;190;79;"Italy";"ITA";"1980 Summer";1980;"Summer";"Moskva";"Swimming";"Swimming Men's 100 metres Freestyle";NA
40732;"Eugene Gerson ""Gene"" Glazer";"M";20;178;75;"United States";"USA";"1960 Summer";1960;"Summer";"Roma";"Fencing";"Fencing Men's Foil, Individual";NA
44828;"Elizabeth Grace ""Betsy"" Haines";"F";19;165;58;"United States";"USA";"1980 Winter";1980;"Winter";"Lake Placid";"Cross Country Skiing";"Cross Country Skiing Women's 5 kilometres";NA
48924;"Ouissem Hmam";"M";19;198;107;"Tunisia";"TUN";"2000 Summer";2000;"Summer";"Sydney";"Handball";"Handball Men's Handball";NA
53020;"Masayuki Izumikawa";"M";21;196;85;"Japan";"JPN";"1992 Summer";1992;"Summer";"Barcelona";"Volleyball";"Volleyball Men's Volleyball";NA
57116;"Pitak Kampita";"M";25;NA;NA;"Thailand";"THA";"1996 Summer";1996;"Summer";"Atlanta";"Judo";"Judo Men's Heavyweight";NA
61212;"Decio Couto Klettenberg";"M";34;NA;NA;"Brazil";"BRA";"1936 Summer";1936;"Summer";"Berlin";"Rowing";"Rowing Men's Coxed Pairs";NA
65308;"Phobay Kutu-Akoi";"F";25;162;57;"Liberia";"LBR";"2012 Summer";2012;"Summer";"London";"Athletics";"Athletics Women's 100 metres";NA
69404;"Li Jie";"F";33;172;64;"China";"CHN";"1988 Summer";1988;"Summer";"Seoul";"Handball";"Handball Women's Handball";NA
