1669;"Allan Akia";"M";23;168;66;"Papua New Guinea";"PNG";"1996 Summer";1996;"Summer";"Atlanta";"Athletics";"Athletics Men's 4 x 100 metres Relay";NA
5765;"Valentin Georgiev Atanasov";"M";30;188;95;"Bulgaria-1";"BUL";"1992 Winter";1992;"Winter";"Albertville";"Bobsleigh";"Bobsleigh Men's Two";NA
9861;"Habib Ben Azzabi";"M";23;168;64;"Tunisia";"TUN";"1960 Summer";1960;"Summer";"Roma";"Modern Pentathlon";"Modern Pentathlon Men's Individual";NA
13957;"Jules Henri Bouckaert";"M";30;NA;NA;"Cercle de l'Aviron Roubaix-4";"FRA";"1900 Summer";1900;"Summer";"Paris";"Rowing";"Rowing Men's Coxed Fours";"Gold"
18053;"Rene Capo";"M";27;185;95;"United States";"USA";"1988 Summer";1988;"Summer";"Seoul";"Judo";"Judo Men's Middleweight";NA
22149;"Henri Jean Cochet";"M";22;NA;NA;"France";"FRA";"1924 Summer";1924;"Summer";"Paris";"Tennis";"Tennis Men's Singles";"Silver"
26245;"Juan Jos de la Casa Garca";"M";19;170;63;"Spain";"ESP";"1976 Summer";1976;"Summer";"Montreal";"Gymnastics";"Gymnastics Men's Individual All-Around";NA
30341;"Paul Duchesnay";"M";26;175;70;"France-1";"FRA";"1988 Winter";1988;"Winter";"Calgary";"Figure Skating";"Figure Skating Mixed Ice Dancing";NA
34437;"Alexandra Jane ""Lexie"" Feeney";"F";19;160;56;"Australia";"AUS";"2008 Summer";2008;"Summer";"Beijing";"Archery";"Archery Women's Individual";NA
38533;"Cline Garcia (-Cuisant)";"F";20;181;81;"France";"FRA";"1996 Summer";1996;"Summer";"Atlanta";"Rowing";"Rowing Women's Single Sculls";NA
42629;"Henry Harold ""Harry"" Green";"M";25;NA;NA;"Great Britain";"GBR";"1912 Summer";1912;"Summer";"Stockholm";"Athletics";"Athletics Men's Marathon";NA
46725;"Ralph Carl Havens";"M";28;180;75;"United States";"USA";"1972 Winter";1972;"Winter";"Sapporo";"Luge";"Luge Men's Singles";NA
50821;"Juan Huertas Garca";"M";18;NA;NA;"Panama";"PAN";"2012 Summer";2012;"Summer";"London";"Boxing";"Boxing Men's Lightweight";NA
54917;"Masahide Jinno";"M";27;174;72;"Japan";"JPN";"1976 Summer";1976;"Summer";"Montreal";"Athletics";"Athletics Men's 100 metres";NA
59013;"Svetlana Akhatovna Khabirova";"F";22;164;75;"Russia";"RUS";"2000 Summer";2000;"Summer";"Sydney";"Weightlifting";"Weightlifting Women's Heavyweight";NA
63109;"Olena Dmytrivna Kostevych";"F";19;160;52;"Ukraine";"UKR";"2004 Summer";2004;"Summer";"Athina";"Shooting";"Shooting Women's Air Pistol, 10 metres";"Gold"
67205;"Cyrille Laventure";"M";24;187;62;"France";"FRA";"1988 Summer";1988;"Summer";"Seoul";"Athletics";"Athletics Men's 5,000 metres";NA
71301;"verton dos Santos Lopes";"M";19;172;64;"Brazil";"BRA";"2008 Summer";2008;"Summer";"Beijing";"Boxing";"Boxing Men's Lightweight";NA
75397;"Benjamin Henry Marshall";"M";54;NA;NA;"United States";"USA";"1928 Summer";1928;"Summer";"Amsterdam";"Art Competitions";"Art Competitions Mixed Architecture, Designs For Town Planning";NA
79493;"Kristin Midthun (-Ihle)";"F";27;173;67;"Norway";"NOR";"1988 Summer";1988;"Summer";"Seoul";"Handball";"Handball Women's Handball";"Silver"
83589;"Paul Murray";"M";28;191;80;"Australia";"AUS";"2006 Winter";2006;"Winter";"Torino";"Cross Country Skiing";"Cross Country Skiing Men's Sprint";NA
87685;"Catherine Cicely O'Bryen";"F";NA;NA;NA;"Great Britain";"GBR";"1924 Summer";1924;"Summer";"Paris";"Diving";"Diving Women's Springboard";NA
91781;"G. Parrott";"M";NA;NA;NA;"Great Britain";"GBR";"1908 Summer";1908;"Summer";"London";"Gymnastics";"Gymnastics Men's Team All-Around";NA
95877;"James Howard ""Jim"" Pollak";"M";28;178;71;"United States";"USA";"1992 Summer";1992;"Summer";"Barcelona";"Cycling";"Cycling Men's Team Pursuit, 4,000 metres";NA
99973;"Paul Rneau";"M";23;168;82;"Belize";"BIZ";"1984 Summer";1984;"Summer";"Los Angeles";"Athletics";"Athletics Men's 100 metres";NA
104069;"Ibrahim Sayed Sabri";"M";28;NA;NA;"Egypt";"EGY";"1964 Summer";1964;"Summer";"Tokyo";"Rowing";"Rowing Men's Coxed Fours";NA
108165;"Marie ediv (-Krbov)";"F";27;NA;NA;"Czechoslovakia";"TCH";"1936 Summer";1936;"Summer";"Berlin";"Fencing";"Fencing Women's Foil, Individual";NA
112261;"Glen Ernest Smith";"M";24;190;110;"Great Britain";"GBR";"1996 Summer";1996;"Summer";"Atlanta";"Athletics";"Athletics Men's Discus Throw";NA
116357;"Betsy Sullivan (-Sharp)";"F";16;159;50;"Jamaica";"JAM";"1972 Summer";1972;"Summer";"Munich";"Diving";"Diving Women's Springboard";NA
120453;"Andr Tintant";"M";NA;NA;NA;"France";"FRA";"1900 Summer";1900;"Summer";"Paris";"Fencing";"Fencing Men's epee, Individual";NA
124549;"Yvonne van Dorp";"F";22;175;60;"Netherlands";"NED";"1988 Summer";1988;"Summer";"Seoul";"Athletics";"Athletics Women's 400 metres";NA
128645;"Wang Zhen";"M";27;172;65;"China";"CHN";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Cycling";"Cycling Men's Mountainbike, Cross-Country";NA
132741;"Ye Nyunt";"M";22;169;62;"Myanmar";"MYA";"1972 Summer";1972;"Summer";"Munich";"Football";"Football Men's Football";NA
