1705;"Boay Akonay";"M";18;168;62;"Tanzania";"TAN";"1988 Summer";1988;"Summer";"Seoul";"Athletics";"Athletics Men's 10,000 metres";NA
5801;"Soule Soilihi Athoumane";"M";25;180;75;"Comoros";"COM";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Swimming";"Swimming Men's 50 metres Freestyle";NA
9897;"Riadh Ben Khedher";"M";23;183;80;"Tunisia";"TUN";"2000 Summer";2000;"Summer";"Sydney";"Rowing";"Rowing Men's Single Sculls";NA
13993;"Helen Boughton-Leigh (Bendelari-, -McAlpin)";"F";30;NA;NA;"United States";"USA";"1936 Winter";1936;"Winter";"Garmisch-Partenkirchen";"Alpine Skiing";"Alpine Skiing Women's Combined";NA
18089;"Dumitru Captari";"M";27;168;79;"Romania";"ROU";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Weightlifting";"Weightlifting Men's Middleweight";NA
22185;"Sophie Cocks";"F";22;172;62;"New Zealand";"NZL";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Hockey";"Hockey Women's Hockey";NA
26281;"Jos Kelvin de la Nieve Linares";"M";21;163;48;"Spain";"ESP";"2008 Summer";2008;"Summer";"Beijing";"Boxing";"Boxing Men's Light-Flyweight";NA
30377;"Istvn Duds";"M";20;175;95;"Hungary";"HUN";"1992 Summer";1992;"Summer";"Barcelona";"Weightlifting";"Weightlifting Men's Middle-Heavyweight";NA
34473;"Baruch Feinberg";"M";27;175;72;"Israel";"ISR";"1960 Summer";1960;"Summer";"Roma";"Athletics";"Athletics Men's Javelin Throw";NA
38569;"Guillermo Garca Castillo";"M";16;180;72;"Mexico";"MEX";"1972 Summer";1972;"Summer";"Munich";"Swimming";"Swimming Men's 400 metres Freestyle";NA
42665;"Demond William Greene";"M";29;185;95;"Germany";"GER";"2008 Summer";2008;"Summer";"Beijing";"Basketball";"Basketball Men's Basketball";NA
46761;"Arthur E. Hawkins";"M";NA;NA;NA;"Great Britain";"GBR";"1908 Summer";1908;"Summer";"London";"Wrestling";"Wrestling Men's Lightweight, Greco-Roman";NA
50857;"Robert Earl ""Bob"" Hughes";"M";21;199;102;"United States";"USA";"1952 Summer";1952;"Summer";"Helsinki";"Water Polo";"Water Polo Men's Water Polo";NA
54953;"Jo Deok-Haeng";"M";21;170;62;"South Korea";"KOR";"1988 Summer";1988;"Summer";"Seoul";"Cycling";"Cycling Men's 100 kilometres Team Time Trial";NA
59049;"Nancy Khalaf";"F";14;164;56;"Lebanon";"LIB";"1988 Summer";1988;"Summer";"Seoul";"Swimming";"Swimming Women's 50 metres Freestyle";NA
