659;"Mustapha Achab";"M";22;NA;NA;"Morocco";"MAR";"1992 Summer";1992;"Summer";"Barcelona";"Football";"Football Men's Football";NA
4755;"Enrique Aquino Busquets";"M";30;165;51;"Mexico";"MEX";"1980 Summer";1980;"Summer";"Moskva";"Athletics";"Athletics Men's 5,000 metres";NA
8851;"Elio Bavutti";"M";22;NA;NA;"Italy";"ITA";"1936 Summer";1936;"Summer";"Berlin";"Cycling";"Cycling Men's Road Race, Individual";NA
12947;"Joachim Rietveld Boldsen";"M";30;187;101;"Denmark";"DEN";"2008 Summer";2008;"Summer";"Beijing";"Handball";"Handball Men's Handball";NA
17043;"Byeon Gyeong-Ja";"F";20;172;61;"South Korea";"KOR";"1976 Summer";1976;"Summer";"Montreal";"Volleyball";"Volleyball Women's Volleyball";"Bronze"
21139;"Choong Tan Fook";"M";24;179;80;"Malaysia-2";"MAS";"2000 Summer";2000;"Summer";"Sydney";"Badminton";"Badminton Men's Doubles";NA
25235;"Lars Tommy Eugen ""Tommy"" Danielson";"M";31;193;93;"Sweden";"SWE";"1980 Summer";1980;"Summer";"Moskva";"Water Polo";"Water Polo Men's Water Polo";NA
29331;"Katalin Donth";"F";20;160;52;"Hungary";"HUN";"2000 Summer";2000;"Summer";"Sydney";"Athletics";"Athletics Women's Pole Vault";NA
33427;"Anthony Evans";"M";22;174;69;"Australia";"AUS";"1992 Winter";1992;"Winter";"Albertville";"Cross Country Skiing";"Cross Country Skiing Men's 10 kilometres";NA
37523;"Etsuji Fujita";"M";23;176;69;"Japan";"JPN";"1984 Summer";1984;"Summer";"Los Angeles";"Water Polo";"Water Polo Men's Water Polo";NA
41619;"Misleydis Gonzlez Tamayo";"F";26;186;83;"Cuba";"CUB";"2004 Summer";2004;"Summer";"Athina";"Athletics";"Athletics Women's Shot Put";NA
45715;"Haakon Hansen";"M";17;NA;NA;"Norway";"NOR";"1924 Summer";1924;"Summer";"Paris";"Boxing";"Boxing Men's Lightweight";NA
49811;"Marshevet Dante Hooker (-Myers)";"F";23;175;67;"United States";"USA";"2008 Summer";2008;"Summer";"Beijing";"Athletics";"Athletics Women's 200 metres";NA
53907;"Jargalyn Otgon";"F";35;NA;NA;"Mongolia";"MGL";"1992 Summer";1992;"Summer";"Barcelona";"Archery";"Archery Women's Individual";NA
58003;"Takako Kato";"F";25;180;69;"Japan";"JPN";"1996 Summer";1996;"Summer";"Atlanta";"Basketball";"Basketball Women's Basketball";NA
62099;"Lev Kokorin";"M";NA;NA;NA;"Soviet Union";"URS";"1952 Summer";1952;"Summer";"Helsinki";"Water Polo";"Water Polo Men's Water Polo";NA
