2637;"Laurent Paul Alfred";"M";17;NA;NA;"United States Virgin Islands";"ISV";"1992 Summer";1992;"Summer";"Barcelona";"Swimming";"Swimming Men's 50 metres Freestyle";NA
6733;"Baek Jong-Seop";"M";24;172;60;"South Korea";"KOR";"2004 Summer";2004;"Summer";"Athina";"Boxing";"Boxing Men's Lightweight";NA
10829;"Erika Bertnyi";"F";29;173;68;"Hungary";"HUN";"1988 Summer";1988;"Summer";"Seoul";"Rowing";"Rowing Women's Quadruple Sculls";NA
14925;"Dainis Bremze";"M";21;181;82;"Soviet Union";"URS";"1976 Winter";1976;"Winter";"Innsbruck";"Luge";"Luge Men's Singles";NA
19021;"Patricia Castro Ortega";"F";19;178;66;"Spain";"ESP";"2012 Summer";2012;"Summer";"London";"Swimming";"Swimming Women's 4 x 200 metres Freestyle Relay";NA
23117;"Renato Cornett";"M";19;174;60;"Australia";"AUS";"1984 Summer";1984;"Summer";"Los Angeles";"Boxing";"Boxing Men's Lightweight";NA
27213;"Jos Delaval";"M";27;NA;NA;"Belgium";"BEL";"1948 Summer";1948;"Summer";"London";"Hockey";"Hockey Men's Hockey";NA
31309;"Ivelisse Echevarra";"F";39;NA;NA;"Puerto Rico";"PUR";"1996 Summer";1996;"Summer";"Atlanta";"Softball";"Softball Women's Softball";NA
35405;"Alessandra Finesso";"F";16;162;50;"Italy";"ITA";"1972 Summer";1972;"Summer";"Munich";"Swimming";"Swimming Women's 4 x 100 metres Medley Relay";NA
39501;"David Richard Genserowski";"M";24;163;NA;"Germany";"GER";"1900 Summer";1900;"Summer";"Paris";"Gymnastics";"Gymnastics Men's Individual All-Around";NA
43597;"Carlos Guerrero Martnez";"M";NA;175;NA;"Mexico";"MEX";"1932 Summer";1932;"Summer";"Los Angeles";"Shooting";"Shooting Men's Small-Bore Rifle, Prone, 50 metres";NA
47693;"Taylor Henrich";"F";18;166;54;"Canada";"CAN";"2014 Winter";2014;"Winter";"Sochi";"Ski Jumping";"Ski Jumping Women's Normal Hill, Individual";NA
51789;"Joshua Ikhaghomi";"F";17;NA;NA;"Nigeria";"NGR";"1992 Summer";1992;"Summer";"Barcelona";"Swimming";"Swimming Women's 50 metres Freestyle";NA
55885;"Roger Andrew Thomas Jordan";"M";20;173;66;"Barbados";"BAR";"1992 Summer";1992;"Summer";"Barcelona";"Athletics";"Athletics Men's 4 x 400 metres Relay";NA
59981;"Kim Hyeon-Seop";"M";23;175;53;"South Korea";"KOR";"2008 Summer";2008;"Summer";"Beijing";"Athletics";"Athletics Men's 20 kilometres Walk";NA
64077;"Berit Hudtloff Kristensen";"F";28;172;69;"Denmark";"DEN";"2012 Summer";2012;"Summer";"London";"Handball";"Handball Women's Handball";NA
68173;"Lee Taeg-Yeong";"M";30;160;64;"South Korea";"KOR";"1960 Summer";1960;"Summer";"Roma";"Weightlifting";"Weightlifting Men's Lightweight";NA
72269;"Helena Birgitta Lundbck";"F";24;158;55;"Sweden";"SWE";"2000 Summer";2000;"Summer";"Sydney";"Equestrianism";"Equestrianism Mixed Jumping, Individual";NA
76365;"Alexandru Barabas Matei-Guiman";"M";31;195;95;"Romania";"ROU";"2012 Summer";2012;"Summer";"London";"Water Polo";"Water Polo Men's Water Polo";NA
80461;"Svetla Ivanova Mitkova (-Snrta)";"F";24;178;96;"Bulgaria";"BUL";"1988 Summer";1988;"Summer";"Seoul";"Athletics";"Athletics Women's Shot Put";NA
84557;"Mrcia Narloch";"F";23;153;42;"Brazil";"BRA";"1992 Summer";1992;"Summer";"Barcelona";"Athletics";"Athletics Women's Marathon";NA
88653;"Kasey Garret Olenberger";"M";26;193;110;"Italy";"ITA";"2004 Summer";2004;"Summer";"Athina";"Baseball";"Baseball Men's Baseball";NA
92749;"Rubn Pegorn";"M";31;NA;NA;"Argentina";"ARG";"1996 Summer";1996;"Summer";"Atlanta";"Cycling";"Cycling Men's Road Race, Individual";NA
96845;"Egidio Premiani";"M";27;NA;NA;"Italy";"ITA";"1936 Summer";1936;"Summer";"Berlin";"Basketball";"Basketball Men's Basketball";NA
100941;"Felix Rinner";"M";21;185;NA;"Austria";"AUT";"1932 Summer";1932;"Summer";"Los Angeles";"Athletics";"Athletics Men's 400 metres";NA
105037;"Dalibor amal";"M";20;183;86;"Croatia";"CRO";"2006 Winter";2006;"Winter";"Torino";"Alpine Skiing";"Alpine Skiing Men's Slalom";NA
109133;"Gidamis Shahanga";"M";22;180;57;"Tanzania";"TAN";"1980 Summer";1980;"Summer";"Moskva";"Athletics";"Athletics Men's Marathon";NA
113229;"Arne Sorensen";"M";38;185;80;"Canada";"CAN";"1972 Summer";1972;"Summer";"Munich";"Shooting";"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres";NA
117325;"Gyula Szab";"M";24;174;74;"Hungary";"HUN";"1972 Summer";1972;"Summer";"Munich";"Shooting";"Shooting Mixed Running Target, 50 metres";NA
121421;"Zoltn Tth";"M";22;185;70;"Hungary";"HUN";"2002 Winter";2002;"Winter";"Salt Lake City";"Figure Skating";"Figure Skating Men's Singles";NA
125517;"Valeriya Vladimirovna Vatkina";"F";19;161;42;"Belarus";"BLR";"2000 Summer";2000;"Summer";"Sydney";"Rhythmic Gymnastics";"Rhythmic Gymnastics Women's Individual";NA
129613;"Frank Edward Wendling";"M";26;163;NA;"United States";"USA";"1924 Summer";1924;"Summer";"Paris";"Athletics";"Athletics Men's Marathon";NA
133709;"Abdel Ali Zahraoui";"M";NA;175;68;"Morocco";"MAR";"1972 Summer";1972;"Summer";"Munich";"Football";"Football Men's Football";NA
