3421;"Peter E. Amey";"M";25;180;73;"Great Britain";"GBR";"1960 Summer";1960;"Summer";"Roma";"Wrestling";"Wrestling Men's Welterweight, Freestyle";NA
7517;"Mohamed Bangura";"M";21;170;57;"Sierra Leone";"SLE";"1980 Summer";1980;"Summer";"Moskva";"Boxing";"Boxing Men's Lightweight";NA
11613;"David Bingham";"M";21;180;70;"Buraddoo";"AUS";"1960 Summer";1960;"Summer";"Roma";"Sailing";"Sailing Mixed 5.5 metres";NA
15709;"Ursula Bruhin";"F";35;166;66;"Switzerland";"SUI";"2006 Winter";2006;"Winter";"Torino";"Snowboarding";"Snowboarding Women's Parallel Giant Slalom";NA
19805;"Somchai Chanthavanij";"M";29;175;75;"Thailand";"THA";"1976 Summer";1976;"Summer";"Montreal";"Shooting";"Shooting Mixed Skeet";NA
23901;"Darryl Melwyn Cronje";"M";24;NA;NA;"South Africa";"RSA";"1992 Summer";1992;"Summer";"Barcelona";"Swimming";"Swimming Men's 50 metres Freestyle";NA
27997;"Glen Vincent Dexter";"M";23;183;80;"Canada";"CAN";"1976 Summer";1976;"Summer";"Montreal";"Sailing";"Sailing Mixed Three Person Keelboat";NA
32093;"Jidou Ould Khaye El-Moctar";"M";27;171;72;"Mauritania";"MTN";"2012 Summer";2012;"Summer";"London";"Athletics";"Athletics Men's 200 metres";NA
36189;"Kate Jessica Kim Lee Foo Kune";"F";23;162;NA;"Mauritius";"MRI";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Badminton";"Badminton Women's Singles";NA
40285;"Barbara Sue Gilders (-Dudeck)";"F";19;159;50;"United States";"USA";"1956 Summer";1956;"Summer";"Melbourne";"Diving";"Diving Women's Springboard";NA
44381;"Ferenc Gyrgyei (Gyorgyeff)";"M";24;NA;NA;"Hungary";"HUN";"1924 Summer";1924;"Summer";"Paris";"Wrestling";"Wrestling Men's Middleweight, Greco-Roman";NA
48477;"Barbra Irene Higgins Arana";"F";27;NA;NA;"Panama";"PAN";"1984 Summer";1984;"Summer";"Los Angeles";"Fencing";"Fencing Women's Foil, Individual";NA
52573;"Sabino Islas Jimenez";"M";18;NA;NA;"Mexico";"MEX";"1936 Summer";1936;"Summer";"Berlin";"Boxing";"Boxing Men's Featherweight";NA
