888;"Jangy McKinley Addy";"M";23;188;88;"Liberia";"LBR";"2008 Summer";2008;"Summer";"Beijing";"Athletics";"Athletics Men's Decathlon";NA
4984;"Nancy Arendt-Kemp";"F";19;169;55;"Luxembourg";"LUX";"1988 Summer";1988;"Summer";"Seoul";"Swimming";"Swimming Women's 100 metres Breaststroke";NA
9080;"Carl Beaumier";"M";22;177;81;"Canada";"CAN";"1988 Summer";1988;"Summer";"Seoul";"Canoeing";"Canoeing Men's Kayak Singles, 1,000 metres";NA
13176;"Luisa Bonfanti";"F";NA;NA;NA;"Italy";"ITA";"1928 Summer";1928;"Summer";"Amsterdam";"Athletics";"Athletics Women's 100 metres";NA
17272;"Tania Cagnotto (-Parolin)";"F";15;160;54;"Italy";"ITA";"2000 Summer";2000;"Summer";"Sydney";"Diving";"Diving Women's Springboard";NA
21368;"Chuah Eng Kim";"M";NA;NA;NA;"Malaya";"MAL";"1956 Summer";1956;"Summer";"Melbourne";"Hockey";"Hockey Men's Hockey";NA
25464;"Amala Dass";"M";NA;166;51;"India";"IND";"1980 Summer";1980;"Summer";"Moskva";"Boxing";"Boxing Men's Flyweight";NA
29560;"Renrs Dors";"M";20;188;88;"Latvia";"LAT";"2006 Winter";2006;"Winter";"Torino";"Alpine Skiing";"Alpine Skiing Men's Downhill";NA
33656;"Luiz Carlos Fabre";"M";16;NA;NA;"Brazil";"BRA";"1964 Summer";1964;"Summer";"Tokyo";"Boxing";"Boxing Men's Light-Middleweight";NA
37752;"Vladimir Anatolyevich Fyodorov";"M";22;185;80;"Russia-3";"RUS";"1994 Winter";1994;"Winter";"Lillehammer";"Figure Skating";"Figure Skating Mixed Ice Dancing";NA
41848;"Basil Gorgis Hanna";"M";27;NA;NA;"Iraq";"IRQ";"1988 Summer";1988;"Summer";"Seoul";"Football";"Football Men's Football";NA
45944;"Elias Harb";"M";45;NA;NA;"Lebanon";"LIB";"1984 Summer";1984;"Summer";"Los Angeles";"Shooting";"Shooting Mixed Skeet";NA
50040;"Bruno Dominix Hortelano Roig";"M";24;180;70;"Spain";"ESP";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Athletics";"Athletics Men's 200 metres";NA
54136;"Petra Jebram (-Berchtold)";"F";14;164;55;"West Germany";"FRG";"1968 Summer";1968;"Summer";"Mexico City";"Gymnastics";"Gymnastics Women's Individual All-Around";NA
58232;"zlem Kaya";"F";22;165;47;"Turkey";"TUR";"2012 Summer";2012;"Summer";"London";"Athletics";"Athletics Women's 3,000 metres Steeplechase";NA
62328;"Claudine Komgang Fotsing";"F";26;170;55;"Cameroon";"CMR";"2000 Summer";2000;"Summer";"Sydney";"Athletics";"Athletics Women's 400 metres";NA
