3110;"Virgilius Altmann";"M";23;NA;NA;"Austria";"AUT";"1936 Summer";1936;"Summer";"Berlin";"Cycling";"Cycling Men's Road Race, Individual";NA
7206;"Laurence Baldauff";"F";41;164;57;"Austria";"AUT";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Archery";"Archery Women's Individual";NA
11302;"Albino Bich";"M";NA;NA;NA;"Italy";"ITA";"1924 Winter";1924;"Winter";"Chamonix";"Military Ski Patrol";"Military Ski Patrol Men's Military Ski Patrol";NA
15398;"Robert Sidney Brookson";"M";25;186;80;"Canada";"CAN";"1964 Summer";1964;"Summer";"Tokyo";"Rowing";"Rowing Men's Coxless Fours";NA
19494;"Cha Han-Sik";"M";23;168;57;"South Korea";"KOR";"1988 Summer";1988;"Summer";"Seoul";"Athletics";"Athletics Men's 3,000 metres Steeplechase";NA
23590;"Rawle Colin L. Cox";"M";23;175;70;"United States";"USA";"1984 Summer";1984;"Summer";"Los Angeles";"Hockey";"Hockey Men's Hockey";NA
27686;"Enosh Depthios";"M";20;NA;52;"Indonesia";"INA";"1992 Summer";1992;"Summer";"Barcelona";"Weightlifting";"Weightlifting Men's Flyweight";NA
31782;"Tracy Eisser";"F";26;185;84;"United States";"USA";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Rowing";"Rowing Women's Quadruple Sculls";NA
35878;"Christopher Thomas ""Chris"" Flook";"M";19;NA;NA;"Bermuda";"BER";"1992 Summer";1992;"Summer";"Barcelona";"Swimming";"Swimming Men's 100 metres Breaststroke";NA
39974;"Guerrino Ghedina";"M";27;186;86;"Italy-1";"ITA";"1984 Winter";1984;"Winter";"Sarajevo";"Bobsleigh";"Bobsleigh Men's Two";NA
44070;"Vanessa Gusmeroli";"F";19;160;49;"France";"FRA";"1998 Winter";1998;"Winter";"Nagano";"Figure Skating";"Figure Skating Women's Singles";NA
48166;"Colin David Herring";"M";19;188;NA;"New Zealand";"NZL";"1972 Summer";1972;"Summer";"Munich";"Swimming";"Swimming Men's 100 metres Freestyle";NA
52262;"Anthony ""Tony"" Iob";"M";35;182;93;"Italy";"ITA";"2006 Winter";2006;"Winter";"Torino";"Ice Hockey";"Ice Hockey Men's Ice Hockey";NA
56358;"Valeriu Jurc";"M";25;189;75;"Romania";"ROU";"1964 Summer";1964;"Summer";"Tokyo";"Athletics";"Athletics Men's 200 metres";NA
60454;"Wolfgang Kindl";"M";21;166;78;"Austria";"AUT";"2010 Winter";2010;"Winter";"Vancouver";"Luge";"Luge Men's Singles";NA
64550;"Masami Kubota";"M";24;NA;NA;"Japan";"JPN";"1956 Summer";1956;"Summer";"Melbourne";"Gymnastics";"Gymnastics Men's Individual All-Around";NA
68646;"Gnther Lemmerer";"M";27;191;83;"Austria-2";"AUT";"1980 Winter";1980;"Winter";"Lake Placid";"Luge";"Luge Mixed (Men)'s Doubles";NA
72742;"Ma Shaorong";"F";17;171;61;"China";"CHN";"1988 Summer";1988;"Summer";"Seoul";"Archery";"Archery Women's Individual";NA
76838;"Stefan Maurer";"M";23;179;67;"Switzerland";"SUI";"1984 Summer";1984;"Summer";"Los Angeles";"Cycling";"Cycling Men's Road Race, Individual";NA
80934;"Salman Mohamed Hussain";"M";20;170;60;"Kuwait";"KUW";"1988 Summer";1988;"Summer";"Seoul";"Fencing";"Fencing Men's Foil, Individual";NA
85030;"Timothy ""Tim"" Nedow";"M";25;195;140;"Canada";"CAN";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Athletics";"Athletics Men's Shot Put";NA
89126;"Donald Onchiri Okayo";"M";31;168;61;"Kenya";"KEN";"1996 Summer";1996;"Summer";"Atlanta";"Athletics";"Athletics Men's 100 metres";NA
93222;"Igor Viktorovich Peremota";"M";23;191;86;"Russia";"RUS";"2004 Summer";2004;"Summer";"Athina";"Athletics";"Athletics Men's 110 metres Hurdles";NA
97318;"Nataliya Oleksandrivna Pryshchepa";"F";21;163;48;"Ukraine";"UKR";"2016 Summer";2016;"Summer";"Rio de Janeiro";"Athletics";"Athletics Women's 800 metres";NA
101414;"Claudealia Bernice Robinson (-Holland)";"F";21;178;71;"United States";"USA";"1948 Summer";1948;"Summer";"London";"Athletics";"Athletics Women's 80 metres Hurdles";NA
105510;"Salvador Sanpere";"M";33;170;80;"United States Virgin Islands";"ISV";"1972 Summer";1972;"Summer";"Munich";"Shooting";"Shooting Mixed Small-Bore Rifle, Three Positions, 50 metres";NA
109606;"Graeme Archibald Sherman";"M";22;177;74;"Australia";"AUS";"1960 Summer";1960;"Summer";"Roma";"Water Polo";"Water Polo Men's Water Polo";NA
113702;"Milan Spasovski";"M";21;178;70;"Yugoslavia";"YUG";"1972 Summer";1972;"Summer";"Munich";"Canoeing";"Canoeing Men's Kayak Singles, Slalom";NA
117798;"So Taguchi";"M";31;177;74;"Japan";"JPN";"2000 Summer";2000;"Summer";"Sydney";"Baseball";"Baseball Men's Baseball";NA
121894;"Luca Tribondeau";"M";17;181;74;"Austria";"AUT";"2014 Winter";2014;"Winter";"Sochi";"Freestyle Skiing";"Freestyle Skiing Men's Slopestyle";NA
125990;"Oleg Veretelnikov";"M";24;187;83;"Uzbekistan";"UZB";"1996 Summer";1996;"Summer";"Atlanta";"Athletics";"Athletics Men's Decathlon";NA
130086;"Alexandra ""Sandra"" Whittaker";"F";21;168;52;"Great Britain";"GBR";"1984 Summer";1984;"Summer";"Los Angeles";"Athletics";"Athletics Women's 200 metres";NA
134182;"Krystian Zdrojkowski";"M";19;176;71;"Poland";"POL";"2002 Winter";2002;"Winter";"Salt Lake City";"Short Track Speed Skating";"Short Track Speed Skating Men's 500 metres";NA
